batch_id,final_quality_grade,final_moisture_content,total_processing_time_hr,total_loss_kg,yield_percent,broken_rice_percent,contamination_flag,risk_level,anomaly_flag,traceability_complete_flag,outcome_timestamp
BATCH-2025-0457,medium,12.75,424.16,1312.43,54.68,19.19,0,low,0,1,2025-02-24T10:55:20+07:00
BATCH-2025-0458,medium,13.39,346.2,1615.05,49.17,24.93,1,high,0,0,2025-01-31T09:59:03+07:00
BATCH-2025-0459,medium,14.15,475.23,1838.67,57.46,24.48,0,low,0,1,2025-04-12T02:02:36+07:00
BATCH-2025-0460,medium,13.58,346.53,1829.22,59.6,23.05,1,medium,0,1,2025-04-05T22:47:42+07:00
BATCH-2025-0461,substandard,15.21,506.61,621.99,57.1,25.43,1,high,0,1,2025-06-10T01:18:25+07:00
BATCH-2025-0462,medium,13.58,214.57,683.9,54.46,20.97,1,medium,0,1,2025-05-21T01:37:09+07:00
BATCH-2025-0463,medium,14.91,284.23,2785.2,53.97,24.25,0,low,0,1,2025-04-04T23:19:49+07:00
BATCH-2025-0464,substandard,13.45,288.49,1518.69,56.91,25.04,1,medium,0,1,2025-03-10T04:41:25+07:00
BATCH-2025-0465,medium,12.19,416.08,904.97,57.28,22.08,0,medium,0,0,2025-03-04T02:22:53+07:00
BATCH-2025-0466,substandard,16.93,561.62,1359.6,50.56,31.66,1,high,1,1,2025-04-19T08:24:26+07:00
BATCH-2025-0467,substandard,16.43,610.96,2916.53,52.21,28.41,1,high,1,1,2025-04-03T01:22:35+07:00
BATCH-2025-0468,medium,13.35,360.74,842.94,54.57,18.67,0,low,1,1,2025-05-09T10:51:38+07:00
BATCH-2025-0469,substandard,14.77,335.98,1605.19,54.18,25.19,0,medium,0,1,2025-05-09T11:13:35+07:00
BATCH-2025-0470,medium,12.9,268.19,2130.0,61.82,20.89,0,low,0,1,2025-05-16T02:25:37+07:00
BATCH-2025-0471,substandard,13.04,491.47,2851.36,49.0,28.98,0,medium,0,1,2025-08-06T17:05:05+07:00
BATCH-2025-0472,substandard,14.06,477.0,1716.38,60.24,27.72,0,medium,0,0,2025-02-07T03:07:53+07:00
BATCH-2025-0473,substandard,15.11,564.5,1628.24,55.65,24.21,1,high,1,1,2025-03-18T16:35:48+07:00
BATCH-2025-0474,medium,14.19,422.23,2049.14,50.6,24.85,1,high,0,0,2025-02-28T01:34:05+07:00
BATCH-2025-0475,medium,14.19,292.75,2257.37,55.92,23.39,0,low,0,1,2025-05-14T14:42:15+07:00
BATCH-2025-0476,medium,14.28,376.85,990.62,51.42,23.56,0,low,0,1,2025-05-16T03:04:52+07:00
BATCH-2025-0477,substandard,14.13,431.22,771.09,55.1,25.93,0,medium,0,0,2025-04-28T10:04:09+07:00
BATCH-2025-0478,substandard,14.32,410.49,1691.8,56.92,27.3,0,medium,0,1,2025-02-16T05:52:19+07:00
BATCH-2025-0479,substandard,15.37,479.42,1371.45,54.83,20.99,1,high,0,1,2025-05-07T10:18:21+07:00
BATCH-2025-0480,medium,14.11,374.13,1104.86,58.53,15.48,0,low,0,0,2025-03-25T09:18:47+07:00
BATCH-2025-0481,medium,13.16,465.12,1162.02,60.31,18.46,0,low,0,1,2025-03-27T09:27:12+07:00
BATCH-2025-0482,substandard,16.57,528.58,3214.7,49.0,34.0,0,high,1,0,2025-02-16T00:06:31+07:00
BATCH-2025-0483,medium,13.84,428.76,1863.52,55.45,17.22,1,medium,0,1,2025-06-15T19:09:27+07:00
BATCH-2025-0484,medium,14.56,507.1,1756.68,56.14,18.05,1,high,1,0,2025-05-30T22:51:45+07:00
BATCH-2025-0485,substandard,14.07,418.49,2408.45,56.24,30.92,0,medium,0,1,2025-02-07T03:39:40+07:00
BATCH-2025-0486,substandard,12.83,469.31,1690.77,57.18,26.38,0,medium,0,1,2025-06-30T14:19:21+07:00
BATCH-2025-0487,substandard,16.06,515.88,1203.08,59.01,32.12,1,high,0,1,2025-04-26T12:15:52+07:00
BATCH-2025-0488,substandard,13.74,285.78,1707.24,54.64,25.86,0,low,0,1,2025-03-29T00:12:42+07:00
BATCH-2025-0489,substandard,16.61,607.06,2713.31,50.18,34.0,1,high,1,0,2025-03-20T09:34:33+07:00
BATCH-2025-0490,substandard,14.57,372.19,1895.71,61.29,32.44,0,medium,0,1,2025-07-08T11:00:06+07:00
BATCH-2025-0491,medium,13.2,525.0,1681.53,55.21,21.85,0,low,0,1,2025-03-08T00:59:13+07:00
BATCH-2025-0492,substandard,15.69,623.49,1751.08,49.5,34.0,1,high,1,1,2025-03-10T05:14:39+07:00
BATCH-2025-0493,substandard,17.6,574.9,1054.26,51.1,34.0,1,high,1,0,2025-05-17T18:41:54+07:00
BATCH-2025-0494,substandard,13.74,467.03,1408.29,52.57,25.51,0,medium,0,1,2025-03-05T17:15:54+07:00
BATCH-2025-0495,medium,12.48,378.67,1313.99,58.13,21.92,0,low,0,0,2025-06-27T00:23:03+07:00
BATCH-2025-0496,substandard,15.01,604.62,2073.48,55.93,28.66,1,high,1,0,2025-05-02T02:37:23+07:00
BATCH-2025-0497,substandard,16.7,368.08,2313.17,55.71,27.0,1,high,0,1,2025-04-12T15:47:53+07:00
BATCH-2025-0498,substandard,16.38,554.27,2825.29,49.0,33.57,1,high,1,0,2025-06-04T13:56:08+07:00
BATCH-2025-0499,medium,14.3,468.44,1628.92,58.16,22.61,0,low,0,1,2025-05-17T22:01:11+07:00
BATCH-2025-0500,medium,14.14,513.64,970.38,63.39,21.08,0,medium,0,0,2025-06-27T15:29:08+07:00
BATCH-2025-0501,substandard,15.54,573.6,2600.02,50.96,34.0,1,high,0,0,2025-02-19T03:34:15+07:00
BATCH-2025-0502,medium,14.5,346.62,1886.0,57.34,22.56,0,medium,0,0,2025-05-07T23:49:22+07:00
BATCH-2025-0503,medium,14.41,412.71,855.22,59.18,21.37,0,medium,0,0,2025-03-18T08:25:46+07:00
BATCH-2025-0504,medium,15.0,280.09,1530.15,56.68,24.36,0,low,0,1,2025-07-13T13:20:25+07:00
BATCH-2025-0505,substandard,13.45,477.19,2862.16,49.43,27.29,1,high,1,0,2025-07-26T21:39:07+07:00
BATCH-2025-0506,substandard,13.52,484.81,2274.78,55.42,25.06,0,medium,0,1,2025-07-16T10:11:39+07:00
BATCH-2025-0507,medium,13.94,460.52,1251.88,49.0,24.16,0,low,0,0,2025-05-20T08:58:21+07:00
BATCH-2025-0508,premium,13.42,249.43,1894.01,51.34,14.11,0,low,0,1,2025-06-05T19:53:31+07:00
BATCH-2025-0509,substandard,12.6,611.78,2583.33,49.56,27.28,1,high,1,1,2025-03-14T08:49:58+07:00
BATCH-2025-0510,substandard,14.63,807.87,944.54,49.0,34.0,1,high,1,1,2025-06-11T17:49:07+07:00
BATCH-2025-0511,substandard,15.31,403.37,1352.24,54.36,29.42,0,medium,0,1,2025-02-18T05:03:10+07:00
BATCH-2025-0512,substandard,16.25,698.49,2546.03,49.41,34.0,1,high,1,0,2025-07-05T05:06:15+07:00
BATCH-2025-0513,substandard,14.06,325.43,2460.31,54.92,27.37,0,medium,0,0,2025-06-23T10:14:51+07:00
BATCH-2025-0514,substandard,16.24,574.04,2517.09,51.67,34.0,1,high,1,1,2025-06-03T22:12:15+07:00
BATCH-2025-0515,substandard,16.35,476.34,1939.16,49.0,21.06,1,high,1,1,2025-06-01T01:45:22+07:00
BATCH-2025-0516,substandard,13.68,470.57,1781.23,57.18,27.75,0,medium,0,0,2025-03-16T23:01:54+07:00
BATCH-2025-0517,substandard,15.09,520.86,2688.06,54.51,34.0,1,high,1,0,2025-02-20T23:15:44+07:00
BATCH-2025-0518,medium,14.22,367.32,944.14,51.13,21.24,1,high,0,0,2025-03-02T12:29:00+07:00
BATCH-2025-0519,medium,14.93,452.35,2233.95,53.48,19.42,1,medium,0,1,2025-06-20T12:10:12+07:00
BATCH-2025-0520,substandard,16.97,502.65,1183.33,59.75,24.63,0,medium,1,1,2025-05-16T06:02:07+07:00
BATCH-2025-0521,medium,12.53,323.9,852.41,56.79,18.97,1,medium,0,1,2025-04-13T19:13:06+07:00
BATCH-2025-0522,substandard,13.72,476.6,1298.06,58.76,29.41,0,medium,0,1,2025-07-09T11:13:03+07:00
BATCH-2025-0523,substandard,15.46,515.24,1834.44,49.31,24.93,1,high,1,0,2025-04-09T12:18:25+07:00
BATCH-2025-0524,medium,14.22,286.91,2603.26,57.32,21.86,0,low,0,1,2025-04-20T03:03:44+07:00
BATCH-2025-0525,substandard,13.34,413.87,686.92,53.12,27.47,0,low,0,1,2025-06-10T11:14:24+07:00
BATCH-2025-0526,substandard,15.47,440.74,2686.18,53.46,23.67,0,high,1,0,2025-03-27T02:54:29+07:00
BATCH-2025-0527,substandard,15.26,413.63,1563.23,55.21,19.88,1,high,1,0,2025-03-15T15:14:03+07:00
BATCH-2025-0528,substandard,15.56,401.91,2005.77,52.84,25.85,1,high,0,0,2025-05-16T09:09:49+07:00
BATCH-2025-0529,substandard,15.73,516.6,2610.95,56.65,33.04,1,high,1,0,2025-06-08T12:40:53+07:00
BATCH-2025-0530,substandard,15.25,444.2,2376.16,51.31,15.37,0,low,0,1,2025-03-13T00:00:17+07:00
BATCH-2025-0531,substandard,15.29,539.9,2180.52,56.33,25.35,1,high,1,0,2025-03-15T19:45:53+07:00
BATCH-2025-0532,substandard,14.75,439.49,2219.0,49.0,28.08,0,medium,1,1,2025-05-08T11:06:32+07:00
BATCH-2025-0533,medium,13.23,428.54,655.26,58.03,23.35,0,low,0,1,2025-07-01T23:48:29+07:00
BATCH-2025-0534,substandard,15.01,544.79,875.36,57.35,29.43,1,high,1,1,2025-04-14T02:53:11+07:00
BATCH-2025-0535,substandard,15.93,543.84,2549.0,52.68,34.0,0,high,1,0,2025-07-10T00:10:26+07:00
BATCH-2025-0536,substandard,14.67,485.05,2269.72,49.3,32.04,0,medium,1,1,2025-03-06T21:35:53+07:00
BATCH-2025-0537,medium,14.76,275.75,2695.58,55.98,19.65,0,low,0,1,2025-07-20T16:25:02+07:00
BATCH-2025-0538,substandard,15.05,523.25,2422.1,57.46,14.6,0,medium,0,0,2025-06-02T20:39:57+07:00
BATCH-2025-0539,medium,13.66,351.01,2525.21,56.71,22.55,0,low,0,1,2025-05-04T09:12:19+07:00
BATCH-2025-0540,substandard,15.18,540.72,2055.31,54.56,23.16,1,high,1,0,2025-04-06T12:39:28+07:00
BATCH-2025-0541,medium,14.47,403.94,1737.96,55.79,23.35,0,low,0,1,2025-03-31T18:04:35+07:00
BATCH-2025-0542,medium,14.82,467.1,977.37,55.06,21.45,1,medium,0,0,2025-07-17T06:16:09+07:00
BATCH-2025-0543,substandard,16.1,371.97,1764.87,54.55,28.71,1,high,1,0,2025-02-03T15:52:18+07:00
BATCH-2025-0544,substandard,15.21,566.83,1243.55,49.33,24.77,1,high,1,1,2025-04-25T16:46:44+07:00
BATCH-2025-0545,medium,14.11,335.51,808.35,56.5,17.74,0,low,0,1,2025-04-22T03:59:44+07:00
BATCH-2025-0546,substandard,13.91,349.43,2029.07,56.24,31.32,1,high,0,0,2025-02-09T00:23:05+07:00
BATCH-2025-0547,substandard,13.07,249.3,1335.84,59.68,26.52,0,low,0,1,2025-02-24T07:41:51+07:00
BATCH-2025-0548,medium,13.43,242.17,1940.74,50.82,22.2,1,medium,0,1,2025-03-28T04:44:22+07:00
BATCH-2025-0549,substandard,15.43,399.25,1805.57,60.3,32.74,1,high,0,0,2025-08-04T02:57:02+07:00
BATCH-2025-0550,medium,14.37,320.81,842.74,59.31,16.38,0,low,0,1,2025-05-31T14:56:44+07:00
BATCH-2025-0551,substandard,15.42,553.92,1353.21,49.0,29.65,1,high,1,1,2025-03-06T21:26:17+07:00
BATCH-2025-0552,substandard,15.08,341.22,1917.5,61.75,25.11,0,medium,0,1,2025-04-12T10:42:14+07:00
BATCH-2025-0553,substandard,17.2,504.03,1350.83,54.56,28.98,0,medium,1,1,2025-03-08T11:53:00+07:00
BATCH-2025-0554,substandard,14.86,713.38,1760.35,50.48,34.0,1,high,1,0,2025-06-23T00:29:46+07:00
BATCH-2025-0555,medium,14.32,489.04,1525.36,56.54,21.34,0,low,0,1,2025-06-26T14:47:30+07:00
BATCH-2025-0556,medium,14.95,479.94,2517.49,51.54,23.45,1,high,1,1,2025-05-04T02:54:30+07:00
BATCH-2025-0557,substandard,14.32,413.07,1409.65,61.48,27.34,0,medium,0,1,2025-03-08T15:05:10+07:00
BATCH-2025-0558,medium,14.67,510.62,1251.84,56.6,23.2,1,medium,0,1,2025-06-02T13:33:23+07:00
BATCH-2025-0559,substandard,16.31,428.08,2181.83,55.07,31.45,1,high,1,0,2025-05-22T03:11:01+07:00
BATCH-2025-0560,substandard,15.21,492.21,926.53,52.67,27.04,1,high,1,0,2025-05-05T01:20:19+07:00
BATCH-2025-0561,substandard,14.88,428.45,2505.38,57.41,34.0,0,medium,1,0,2025-02-11T23:21:13+07:00
BATCH-2025-0562,medium,14.24,583.22,1301.19,54.46,17.71,0,low,0,1,2025-05-07T14:03:03+07:00
BATCH-2025-0563,medium,12.59,458.71,1256.19,61.14,19.46,0,low,0,1,2025-05-15T09:38:37+07:00
BATCH-2025-0564,medium,14.93,435.94,1312.74,51.92,21.73,1,medium,0,0,2025-07-25T07:05:25+07:00
BATCH-2025-0565,substandard,15.43,545.85,2503.6,55.96,33.66,1,high,1,0,2025-03-11T12:58:45+07:00
BATCH-2025-0566,substandard,15.71,608.01,1624.58,57.86,29.77,1,high,1,0,2025-04-16T12:18:36+07:00
BATCH-2025-0567,substandard,15.01,340.86,1698.68,58.06,34.0,1,high,0,0,2025-06-05T18:22:33+07:00
BATCH-2025-0568,substandard,17.05,503.44,720.69,52.45,34.0,1,high,1,0,2025-02-12T11:48:31+07:00
BATCH-2025-0569,substandard,14.58,391.43,869.09,51.49,33.37,1,high,1,0,2025-07-03T11:16:38+07:00
BATCH-2025-0570,premium,13.98,233.13,786.65,49.41,16.96,0,low,0,0,2025-02-08T17:41:55+07:00
BATCH-2025-0571,substandard,15.02,437.91,2323.18,61.14,25.77,0,medium,0,1,2025-03-29T04:29:52+07:00
BATCH-2025-0572,substandard,15.86,550.73,895.74,50.12,28.04,1,high,1,1,2025-04-22T23:32:54+07:00
BATCH-2025-0573,medium,13.72,574.6,2200.95,53.31,22.48,0,low,0,1,2025-02-18T06:11:15+07:00
BATCH-2025-0574,medium,13.5,406.28,1511.4,59.58,10.53,1,medium,0,1,2025-05-17T08:32:34+07:00
BATCH-2025-0575,substandard,14.72,372.66,1433.77,55.43,25.09,1,high,0,1,2025-03-03T22:56:22+07:00
BATCH-2025-0576,substandard,13.66,358.06,2555.72,57.01,26.16,0,low,0,1,2025-03-11T11:03:20+07:00
BATCH-2025-0577,substandard,15.67,379.62,1276.18,61.11,25.94,1,high,0,1,2025-05-10T03:05:06+07:00
BATCH-2025-0578,medium,14.14,334.03,2321.41,62.17,22.12,0,low,0,1,2025-02-13T07:56:46+07:00
BATCH-2025-0579,substandard,17.12,488.0,862.77,50.64,31.74,1,high,1,0,2025-06-01T20:22:17+07:00
BATCH-2025-0580,medium,14.48,310.61,2268.64,51.13,13.26,0,low,0,1,2025-06-06T18:12:21+07:00
BATCH-2025-0581,medium,13.21,378.15,2316.23,52.35,19.67,0,low,0,1,2025-02-27T16:42:56+07:00
BATCH-2025-0582,medium,13.41,308.44,2420.25,51.42,19.12,0,low,0,1,2025-05-08T04:12:17+07:00
BATCH-2025-0583,medium,12.97,481.38,1221.66,54.69,20.24,1,high,0,0,2025-03-07T02:17:52+07:00
BATCH-2025-0584,substandard,15.8,537.67,2805.58,49.0,34.0,1,high,1,1,2025-06-06T14:09:54+07:00
BATCH-2025-0585,substandard,16.58,448.13,1056.74,56.97,23.99,1,medium,0,1,2025-03-04T19:33:31+07:00
BATCH-2025-0586,medium,12.86,487.67,783.36,59.77,22.91,0,low,0,1,2025-06-29T04:11:03+07:00
BATCH-2025-0587,substandard,16.6,562.57,2659.74,52.61,34.0,0,high,1,0,2025-02-20T09:06:27+07:00
BATCH-2025-0588,substandard,15.68,690.18,2093.78,52.45,31.79,1,high,1,0,2025-07-28T05:27:41+07:00
BATCH-2025-0589,medium,13.87,339.69,2756.71,54.37,22.93,0,low,0,1,2025-05-10T21:46:28+07:00
BATCH-2025-0590,substandard,16.65,541.77,2311.07,54.45,24.93,1,high,1,1,2025-02-08T02:20:56+07:00
BATCH-2025-0591,medium,12.46,469.03,2178.1,57.75,19.66,0,low,0,1,2025-07-18T13:52:44+07:00
BATCH-2025-0592,substandard,16.57,538.7,932.13,49.0,27.61,1,high,1,0,2025-06-21T11:17:49+07:00
BATCH-2025-0593,substandard,16.72,524.84,1990.02,53.56,27.56,1,high,1,1,2025-03-14T07:04:40+07:00
BATCH-2025-0594,medium,14.1,355.86,2279.25,53.09,17.26,0,low,0,1,2025-04-10T00:54:21+07:00
BATCH-2025-0595,substandard,15.75,451.47,1136.86,52.38,28.28,0,medium,0,1,2025-02-04T11:11:02+07:00
BATCH-2025-0596,substandard,15.25,394.46,2253.25,61.77,15.65,0,medium,0,1,2025-05-21T19:59:40+07:00
BATCH-2025-0597,substandard,14.75,648.98,1210.55,51.47,31.34,0,medium,1,1,2025-05-30T01:42:34+07:00
BATCH-2025-0598,premium,12.84,430.35,1397.33,52.63,14.84,0,low,0,1,2025-03-12T01:36:05+07:00
BATCH-2025-0599,medium,14.27,308.76,2519.35,57.26,15.09,0,low,0,1,2025-07-11T22:51:26+07:00
BATCH-2025-0600,substandard,15.16,475.46,2383.98,54.76,30.87,1,high,0,0,2025-03-09T06:26:32+07:00
