tx_id,batch_id,event_id,tx_hash,block_number,tx_time,smart_contract_event,contract_address,wallet_from,wallet_to,gas_fee,verification_status,on_chain_flag
TX-0001849,BATCH-2025-0232,EVT-003397,0x9022f47b7a419d631640e859b0f5e6c6251b353459db9b7e6dc42adc60f5f8a8,18757396,2025-03-01T23:26:11+07:00,OwnershipTransferred,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x294957bd72e19a08513945454527c832d4297c2a,0xca0a3e6db1d4094d17cb7860c3d9d7e14658e0e7,0.002303,verified,1
TX-0001850,BATCH-2025-0232,EVT-003398,0xbc0a107fa9533217c42e28797b5a85915f721852f9b3ab736282640f627e0ed1,18755550,2025-03-03T19:14:37+07:00,RetailReceived,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0xd4ccd52cb346d0f11e6eb40adb7f7853d221784f,0x88e42ddcf3c504bf88dd15482e12183b37ea028b,0.002436,verified,1
TX-0001851,BATCH-2025-0233,EVT-003402,0x1957209db7667415973ac6fbc248eff3e18566b4285c2c5141b6407c36500472,18757404,2025-04-26T19:55:53+07:00,DryingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x88540dd3ce57c09da2069f3a0e6f3510d1b92cca,0xd69e051438902cbb76a8ef84743249bfc533f60e,0.000878,verified,1
TX-0001852,BATCH-2025-0233,EVT-003403,0xb14dff205462beac4ee85fb5283d6fef25049e090cf002529d6e346b348e14ce,18751852,2025-04-27T19:28:42+07:00,InspectionRecorded,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x88540dd3ce57c09da2069f3a0e6f3510d1b92cca,0x9d96c39daf15b4a91ece83ac018e0c8e4cc4540a,0.001494,verified,1
TX-0001853,BATCH-2025-0233,EVT-003405,0x95e6f41562a923781bd2fa618c909e310610a2028d2dee1476c46eabfa74286e,18755559,2025-04-29T06:42:18+07:00,QualityVerified,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x88540dd3ce57c09da2069f3a0e6f3510d1b92cca,0xe04a2d973fc88e9f7b467ff0aa09838414640113,0.004267,verified,1
TX-0001854,BATCH-2025-0233,EVT-003406,0x923a46309eae76a5fe58f3ce2ffbc3547b22291edbd1e210f6bb4968e97cb762,18751854,2025-04-29T16:02:15+07:00,StorageRegistered,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x88540dd3ce57c09da2069f3a0e6f3510d1b92cca,0x0ab81d17b916c730d45f35c5524f98ab696b14a5,0.001444,verified,1
TX-0001855,BATCH-2025-0233,EVT-003407,0x6df04ed7bf8675920ce8480f614893a34e73c7d3277f09e41e6c719045e2a4d8,18751855,2025-05-02T06:34:31+07:00,QualityVerified,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x88540dd3ce57c09da2069f3a0e6f3510d1b92cca,0x9d96c39daf15b4a91ece83ac018e0c8e4cc4540a,0.001958,verified,1
TX-0001856,BATCH-2025-0233,EVT-003408,0x6f4445274ec4f02ad90d01d2fbed55987ac6a1d5128f423921c9c2151578a41e,18753712,2025-05-03T06:07:15+07:00,ReprocessingRecorded,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x88540dd3ce57c09da2069f3a0e6f3510d1b92cca,0xb7bebf718b9970dfb901f41305f139f9719cb016,0.001107,verified,1
TX-0001857,BATCH-2025-0233,EVT-003409,0x50e570ca1381590a5400d78c848fc3fefdb64c1e64fa7fe4f5e3ccfb6f4d29cb,18755571,2025-05-05T11:31:42+07:00,MillingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x88540dd3ce57c09da2069f3a0e6f3510d1b92cca,0x7ba4d5212a99ef49a424697d7353e683d3d7bc9b,0.004271,verified,1
TX-0001858,BATCH-2025-0233,EVT-003410,0x45632bc0fef5d7363cc14e022e8ea2a7cefbc00b8ebbf5c99e35223dec577c8d,18757432,2025-05-05T23:00:09+07:00,BatchAnchored,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x88540dd3ce57c09da2069f3a0e6f3510d1b92cca,0x11e0997cd310ae7a79c56d7d0bf99c772d0b2303,0.003458,verified,1
TX-0001859,BATCH-2025-0233,EVT-003411,0x486890a6c7dcb59e460b609d06e4f250671c2f060e078be69eb794b2b1689dc9,18751859,2025-05-06T11:53:51+07:00,PackingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x88540dd3ce57c09da2069f3a0e6f3510d1b92cca,0xb7bebf718b9970dfb901f41305f139f9719cb016,0.00406,verified,1
TX-0001860,BATCH-2025-0233,EVT-003412,0x9f085064c34a739358ae969a96f61d4e785c2d193b5dd48227f0690c2984cf8c,18755580,2025-05-07T01:59:58+07:00,BatchAnchored,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x88540dd3ce57c09da2069f3a0e6f3510d1b92cca,0x6cc44eb2ed41a0e4ce58ebd34572f2a35818e3fd,0.000685,verified,1
TX-0001861,BATCH-2025-0233,EVT-003415,0x8bbdf3f422e2dae2f1d875454ff27d4ac61c982f3d680e0a06917c2756374dec,18755583,2025-05-11T09:09:58+07:00,RetailReceived,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x1cf5011ce1102632557b57a7fc46670c0819a17b,0x68bfd042d18871790c97f9cfb44b5a80e7add3a3,0.004091,verified,1
TX-0001862,BATCH-2025-0234,EVT-003416,0xb0dd127e65d4f2ed568b40bbaff781e3300d1814b328d1deda5b649147d71408,18757448,2025-07-08T01:20:57+07:00,BatchCreated,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0xf59d7daca07c4c36ee9ea830aba802d69252b175,0xf699fd55187de0b2e75ed0d1e74042485102428f,0.001069,verified,1
TX-0001863,BATCH-2025-0234,EVT-003418,0xd56d70c41461546b70cb0af6cba73c7d140dffe3c74ce0298b8fbc7cabe2cc83,18751863,2025-07-09T17:10:59+07:00,DryingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x7015d49983c64c194bf4207097065056342ee860,0xd69e051438902cbb76a8ef84743249bfc533f60e,0.004739,verified,1
TX-0001864,BATCH-2025-0234,EVT-003419,0x7bc3cad81f1afa7b3e47f1211a5cd1858993b7abc6d3803d8c64bf5f41fe82b4,18755592,2025-07-10T15:14:12+07:00,QualityVerified,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x7015d49983c64c194bf4207097065056342ee860,0x9d96c39daf15b4a91ece83ac018e0c8e4cc4540a,0.004163,verified,1
TX-0001865,BATCH-2025-0234,EVT-003421,0xa1fc3550ed67490cb5036a3a279dd07d35995ef23dfd87fe9a771defb0385ba9,18755595,2025-07-15T11:24:57+07:00,InspectionRecorded,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x7015d49983c64c194bf4207097065056342ee860,0xe04a2d973fc88e9f7b467ff0aa09838414640113,0.000646,pending,1
TX-0001866,BATCH-2025-0234,EVT-003421,0x9b8ff412672df3f940779ddcb89791e3ca67e05944850cf938f4df432d7c7c1f,18755598,2025-07-15T12:47:57+07:00,InspectionRecordedRetry,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0xa59bf6d102ab23832d08013c3d67104597564ef1,0x8a0805894ac660db241cb39160a4ad04e7c2a5a1,0.006059,verified,1
TX-0001867,BATCH-2025-0234,EVT-003422,0x8280f5e612ea1584b32e52a4a0dc3cb13f6bfe451dab91745dd979b08791b084,18751867,2025-07-16T06:07:26+07:00,ReprocessingRecorded,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x7015d49983c64c194bf4207097065056342ee860,0xb7bebf718b9970dfb901f41305f139f9719cb016,0.000399,verified,1
TX-0001868,BATCH-2025-0234,EVT-003423,0xaab1d0247dadf1f41311b482465b3ecd8475ec7a77d5aad0b19a00eaa07af018,18753736,2025-07-20T06:18:12+07:00,MillingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x7015d49983c64c194bf4207097065056342ee860,0x7ba4d5212a99ef49a424697d7353e683d3d7bc9b,0.003251,verified,1
TX-0001869,BATCH-2025-0234,EVT-003424,0x81555a66e2f3d4fad63e42705beebf2b9a92393628b19f2fc105495a5da9172b,18755607,2025-07-20T17:51:42+07:00,BatchAnchored,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x7015d49983c64c194bf4207097065056342ee860,0x4c605d9ad24149b7bdf6667570cc1aa29d1a79f5,0.003695,pending,1
TX-0001870,BATCH-2025-0234,EVT-003425,0x0bf6d827e64362fe729c4c5aef4419f96b2a052157b9c3dd2c1d420349dc2ceb,18755610,2025-07-21T12:14:19+07:00,GradingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x7015d49983c64c194bf4207097065056342ee860,0xa4fab7835bfc59f9993f247c7d751320370514c1,0.004535,verified,1
TX-0001871,BATCH-2025-0234,EVT-003426,0xf197334367f3474f6096a2c712243c1bca604642631a0737bb3eed4bbbca65ee,18757484,2025-07-22T06:46:09+07:00,PackingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x7015d49983c64c194bf4207097065056342ee860,0xb7bebf718b9970dfb901f41305f139f9719cb016,0.004636,verified,1
TX-0001872,BATCH-2025-0234,EVT-003427,0x34385b2e90bc23b3e3552f99028fab9347f3680b8190051d548a41a72b4037df,18753744,2025-07-22T20:35:31+07:00,BatchAnchored,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x7015d49983c64c194bf4207097065056342ee860,0x11e0997cd310ae7a79c56d7d0bf99c772d0b2303,0.00102,verified,1
TX-0001873,BATCH-2025-0234,EVT-003429,0x29f14b456f17c5f6d53a1ebbf87b91522c8bf1f29014f0a5367bdcaf60f22a60,18753746,2025-07-25T01:34:25+07:00,OwnershipTransferred,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x9cf654d63887e407f4882c858448ea559a3c5ba4,0xef8fd7e607467a9ecd40e92920484d2e8608f66e,0.004849,pending,1
TX-0001874,BATCH-2025-0235,EVT-003435,0xb894894e321d7ebe36ba58ef463d0f110fe88f52b08562e59dbb7038fad17b14,18755622,2025-05-12T16:04:41+07:00,StorageRegistered,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x2cb773d678a87c00a127f528c4129abed49f4640,0x6bcb59ffe11e6b492007ddcba977b6d54b70bb89,0.00081,verified,1
TX-0001875,BATCH-2025-0235,EVT-003436,0x866e0a979d90b4974a2cb82b73d281eade597566552424a7fba09677c3981863,18757500,2025-05-14T11:43:21+07:00,BatchAnchored,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x2cb773d678a87c00a127f528c4129abed49f4640,0x4c605d9ad24149b7bdf6667570cc1aa29d1a79f5,0.003215,verified,1
TX-0001876,BATCH-2025-0235,EVT-003437,0x79929a4c1e6c5bac68743d94c7861d588a61910c52ab7abd357bca7d4a4511f0,18757504,2025-05-14T21:58:16+07:00,QualityVerified,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x2cb773d678a87c00a127f528c4129abed49f4640,0xb69ecef3755467b1bd8ebb6b1f6f6068ddf8102e,0.000746,verified,1
TX-0001877,BATCH-2025-0235,EVT-003438,0xb2d06c15e11f9390a18bb51c0984dae16e476c2ac30b00313dc55784a4319842,18751877,2025-05-17T06:06:03+07:00,MillingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x2cb773d678a87c00a127f528c4129abed49f4640,0x7ea2b5840efbbf0713b79e217af553db798de839,0.002299,verified,1
TX-0001878,BATCH-2025-0235,EVT-003439,0x4f0e484ae5712fbea1888d6186b95b8fb0f4236cecc2f85aaf99e2def328a07f,18751878,2025-05-17T19:37:43+07:00,BatchAnchored,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x2cb773d678a87c00a127f528c4129abed49f4640,0xc76fad37513081ba512e6bcea02a119968c62597,0.002267,verified,1
TX-0001879,BATCH-2025-0235,EVT-003440,0x98ed63718acfa8ebd96d300ec4492d94ee44f87a83ff02b91041b2605e9a01d6,18751879,2025-05-18T07:12:34+07:00,GradingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x2cb773d678a87c00a127f528c4129abed49f4640,0xa965ac0c2677de73a21fe80a6ee7af2806b5aaf7,0.003778,verified,1
TX-0001880,BATCH-2025-0235,EVT-003442,0x3db0203dc0bbb23de39b40a1b7dc5362b0feca2c9ed4afed6cc28f81253b7529,18757520,2025-05-19T14:50:02+07:00,BatchAnchored,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x2cb773d678a87c00a127f528c4129abed49f4640,0xc76fad37513081ba512e6bcea02a119968c62597,0.004014,verified,1
TX-0001881,BATCH-2025-0235,EVT-003443,0xfb00b1cfd8f25b6445251322b486064b34460b625d17ceace50cd539f043a2b4,18757524,2025-05-21T06:30:17+07:00,LogisticsLoaded,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x5f54d583c663f875a981b05d0e8fc87e9bada3f2,0x0abbd3408921fcc67d891e91f96ca32904fdbc77,0.00098,verified,1
TX-0001882,BATCH-2025-0235,EVT-003445,0xf7cad43e892b63caedfda38dd288586fa829771501a70e84f8c7edd767aceaa7,18755646,2025-05-25T10:57:28+07:00,RetailReceived,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x1cf5011ce1102632557b57a7fc46670c0819a17b,0x353decb79b9ccf0daea3f50a50a3a8adaca522e6,0.004458,verified,1
TX-0001883,BATCH-2025-0236,EVT-003448,0xa3311424ec022cf78cd359b6fed348d5399684f262a8a98acf044602c1251357,18751883,2025-06-24T17:22:10+07:00,DryingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x8b9c9d6ca0c45b3663f56390739e655079746ce1,0x8af04104fbae5b70fe2138ccbc93b9a121defc5a,0.00385,verified,1
TX-0001884,BATCH-2025-0236,EVT-003449,0x902ec89c209f3f8bc23183a0752f5cb14b25abec33833df1460e50f3966d8d16,18751884,2025-06-26T06:15:14+07:00,QualityVerified,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x8b9c9d6ca0c45b3663f56390739e655079746ce1,0xb69ecef3755467b1bd8ebb6b1f6f6068ddf8102e,0.000813,verified,1
TX-0001885,BATCH-2025-0236,EVT-003450,0x63d50040e6d57272d2e0b93135f1bd9660510ab0aaf72be3974420011b61dc5e,18757540,2025-06-26T21:59:35+07:00,RedryingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x8b9c9d6ca0c45b3663f56390739e655079746ce1,0x99eaa17816f91d69a8dd65376d6f42b8bb8f6f4e,0.004385,verified,1
TX-0001886,BATCH-2025-0236,EVT-003452,0x18b00c4ed74b1737afad928ed92e312e736e3e08e5b6d425d8f3e7e9b6793d41,18751886,2025-06-30T06:08:34+07:00,InspectionRecorded,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x8b9c9d6ca0c45b3663f56390739e655079746ce1,0xb69ecef3755467b1bd8ebb6b1f6f6068ddf8102e,0.003955,verified,1
TX-0001887,BATCH-2025-0236,EVT-003453,0x0334706c6474bfd99a21efd6271fa0c555b8d2a6af37c0fcaa496e0c68a95a0f,18753774,2025-07-01T07:49:32+07:00,ReprocessingRecorded,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x8b9c9d6ca0c45b3663f56390739e655079746ce1,0x40c89bb0988508ced18ccd78dba2fa8f9ab8f355,0.003178,verified,1
TX-0001888,BATCH-2025-0236,EVT-003454,0x496afbdb3d33bf61986780e9fcaa05ae539e3c1b77ae0b1bd81b8af5fd720eb6,18751888,2025-07-02T18:08:33+07:00,QualityVerified,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x8b9c9d6ca0c45b3663f56390739e655079746ce1,0x6c64fb0cf738c2cbb84e0601955c5f403592bced,0.002374,verified,1
TX-0001889,BATCH-2025-0236,EVT-003455,0x8fc09ddcaed2dcd91a97ab64c583face3f5f67e1dbfe82126230525211fb13bf,18751889,2025-07-04T17:44:24+07:00,MillingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x8b9c9d6ca0c45b3663f56390739e655079746ce1,0x71139abe5f2fd8c88aecace5647c49b84167ebe5,0.001132,verified,1
TX-0001890,BATCH-2025-0236,EVT-003456,0x534641cc209b6ad41c191f3ecfd5ab18f74da6e1c8f07104240b93016ffbca13,18755670,2025-07-05T13:50:40+07:00,BatchAnchored,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x8b9c9d6ca0c45b3663f56390739e655079746ce1,0x6cc44eb2ed41a0e4ce58ebd34572f2a35818e3fd,0.001855,verified,1
TX-0001891,BATCH-2025-0236,EVT-003457,0x1d795c7ad80ccbbe4b05c8db90f0e414a4a8e78dcb3fe62f877535836b557f7f,18753782,2025-07-05T21:02:06+07:00,PackingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x8b9c9d6ca0c45b3663f56390739e655079746ce1,0x40c89bb0988508ced18ccd78dba2fa8f9ab8f355,0.001808,verified,1
TX-0001892,BATCH-2025-0236,EVT-003458,0xf36d5dd05e393ff1edf93e3a623262526ada70d7fa8bb2a5ff9afcef02886972,18757568,2025-07-06T06:01:54+07:00,BatchAnchored,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x8b9c9d6ca0c45b3663f56390739e655079746ce1,0x11e0997cd310ae7a79c56d7d0bf99c772d0b2303,0.002677,verified,1
TX-0001893,BATCH-2025-0236,EVT-003460,0xae21d61700d5afafa002918ba4dba74cce80328acd306125fa8ab07098042113,18757572,2025-07-08T15:15:43+07:00,OwnershipTransferred,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0xe231dc944164e08efcdc6e3862e6c12f2e3d43a8,0x8e9ada45b5d42571f6f5bd5d720f8cab2dccf007,0.004047,verified,1
TX-0001894,BATCH-2025-0236,EVT-003461,0xee02b735983fb6f1da790952ef1814af4c85cb1846f9085708d7333c13fa0a92,18755682,2025-07-10T01:41:32+07:00,RetailReceived,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x143fe48152f4d8d5df9bde77a79f8bc7cf14ae44,0xb0417ad642a79c62a02fc50275f3cabdefafa748,0.001633,verified,1
TX-0001895,BATCH-2025-0237,EVT-003465,0xc0d3eaf69d0568e796a2210febeb733e0f341674e43072d22bc6d91582b4693e,18751895,2025-05-08T06:36:56+07:00,InspectionRecorded,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x61d376bda32fdc3c67bdaa9dcba4016fcb93f3d2,0xe04a2d973fc88e9f7b467ff0aa09838414640113,0.002062,verified,1
TX-0001896,BATCH-2025-0237,EVT-003466,0x6ea161bfd1f4c3b2e50dd573090c1750c904cc4f2dba06197ca8aea7cc7be8bc,18751896,2025-05-10T18:02:35+07:00,RedryingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x61d376bda32fdc3c67bdaa9dcba4016fcb93f3d2,0xd69e051438902cbb76a8ef84743249bfc533f60e,0.000375,verified,1
TX-0001897,BATCH-2025-0237,EVT-003467,0x705086a99a1c1aba93ab8d2c3d1e70b0e04bc2368432b85d1b35ef571d4220bb,18755691,2025-05-11T18:25:42+07:00,BatchAnchored,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x61d376bda32fdc3c67bdaa9dcba4016fcb93f3d2,0x4c605d9ad24149b7bdf6667570cc1aa29d1a79f5,0.002025,verified,1
TX-0001898,BATCH-2025-0237,EVT-003470,0xf6c9b1ab241f56fa90c9a3fbfbe23a1a864fae4f60e7863f653c17c1a0c1104c,18755694,2025-05-16T06:26:30+07:00,MillingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x61d376bda32fdc3c67bdaa9dcba4016fcb93f3d2,0x7ba4d5212a99ef49a424697d7353e683d3d7bc9b,0.000888,verified,1
TX-0001899,BATCH-2025-0237,EVT-003471,0xc9e2fd3121af7005e08ee7e6738d04c4b8755781bda31ef0ce182f80f97e6fb7,18755697,2025-05-16T18:19:58+07:00,BatchAnchored,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x61d376bda32fdc3c67bdaa9dcba4016fcb93f3d2,0x11e0997cd310ae7a79c56d7d0bf99c772d0b2303,0.004014,verified,1
TX-0001900,BATCH-2025-0237,EVT-003472,0x1ebd3f1852af31d418d1f28b92f62566b2cd6559d9583f90627760dfe61bde8c,18753800,2025-05-17T06:47:29+07:00,GradingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x61d376bda32fdc3c67bdaa9dcba4016fcb93f3d2,0xa99e2143c452451e3a42ece708e730b940aae195,0.003568,verified,1
TX-0001901,BATCH-2025-0237,EVT-003474,0xce3d186a4eb4b5e4564ef40270decec28b79bc4ce267b572cc83335872bf8b3d,18757604,2025-05-18T04:20:25+07:00,BatchAnchored,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x61d376bda32fdc3c67bdaa9dcba4016fcb93f3d2,0x4c605d9ad24149b7bdf6667570cc1aa29d1a79f5,0.003713,verified,1
TX-0001902,BATCH-2025-0237,EVT-003476,0xc321fe968ca9e140b81cdbab3ed288a6fb200885b38b80fbf53b61c18061ae3c,18753804,2025-05-20T11:34:36+07:00,OwnershipTransferred,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0xc3408cacc67e3f4fab621bff124a79dfc126ceac,0x9f4672aaf369f8f4e67540f09fadd99249929d22,0.004232,verified,1
TX-0001903,BATCH-2025-0238,EVT-003480,0x2a9654ec9b019996be6c1cdc23fc77e82c75cc242df07a9f496f0e311b37a363,18755709,2025-06-02T16:24:21+07:00,DryingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x3a0712e4c831d949369914f85921cd1f1b67e7df,0x4bf9c371bf9ec20c3ddc1ad417529d5726b12f47,0.001454,verified,1
TX-0001904,BATCH-2025-0238,EVT-003481,0x0cc5bf7dee9ec93069d70975aa81cc7af319e0fec10c4b8d0189d04b38ed5650,18757616,2025-06-06T06:40:17+07:00,RedryingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x3a0712e4c831d949369914f85921cd1f1b67e7df,0x4bf9c371bf9ec20c3ddc1ad417529d5726b12f47,0.004289,failed,0
TX-0001905,BATCH-2025-0238,EVT-003481,0x1dd88343806116a1ce8f9ca0f46969558251658073edec6196650835a8213ab2,18755715,2025-06-06T07:30:17+07:00,RedryingCompletedRetry,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x8a84a6e13e088fc47bfeca97dfd56d311751f8d9,0xcde928fc7777659b7cf616d79bde803e90007b05,0.002138,verified,1
TX-0001906,BATCH-2025-0238,EVT-003484,0xef850eb3be7887515bab070c5d66bb1f3b0cf60d6d104a93fb54b9d65ebb3811,18755718,2025-06-10T06:03:35+07:00,ReprocessingRecorded,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x3a0712e4c831d949369914f85921cd1f1b67e7df,0xe1de79e5b96cc1bac99cc3b44e7b80a0d343edef,0.001525,pending,1
TX-0001907,BATCH-2025-0238,EVT-003484,0x57d0d2b2a5406b475b706fecedefc129eadce421285445ff5faa097ecf510acd,18753814,2025-06-10T07:20:35+07:00,ReprocessingRecordedRetry,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x8a84a6e13e088fc47bfeca97dfd56d311751f8d9,0xac908c33b63551579bf88267378dfff507735852,0.001211,verified,1
TX-0001908,BATCH-2025-0238,EVT-003486,0xd5ac1741852ef4a6ac2ea201ab14316db7aac4fb6873744b2755904c4227e414,18753816,2025-06-14T13:14:18+07:00,GradingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x3a0712e4c831d949369914f85921cd1f1b67e7df,0x95ccc08f4139715b39ffc7d0b1eea8027948187e,0.002462,pending,1
TX-0001909,BATCH-2025-0238,EVT-003486,0x006db61ca80e4ffc66a61bd5f4023b4948a3dd1716867b1004db623c5faad2cf,18753818,2025-06-14T13:55:18+07:00,GradingCompletedRetry,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x8a84a6e13e088fc47bfeca97dfd56d311751f8d9,0xfd11b6d77300b634afb2b03d8c286519041cd756,0.005696,verified,1
TX-0001910,BATCH-2025-0238,EVT-003487,0xae758cc56e5d521ad8cb1c612ac3a05160057c2db489efeb5131cde780471925,18755730,2025-06-16T17:05:00+07:00,BatchAnchored,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x3a0712e4c831d949369914f85921cd1f1b67e7df,0x11e0997cd310ae7a79c56d7d0bf99c772d0b2303,0.0016,verified,1
TX-0001911,BATCH-2025-0239,EVT-003493,0xe2a152e1b598db375b2ec3a6a7f0737a6ffdfca1a14a8253b85f340fbefae79f,18757644,2025-06-05T09:14:17+07:00,DryingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x793678c2ead24b763cd799189645fc80f67934a9,0xd69e051438902cbb76a8ef84743249bfc533f60e,0.003275,verified,1
TX-0001912,BATCH-2025-0239,EVT-003494,0xfa1465fe4386164a41a90a57a85392cc1fe4e88b35a11ce0e0f8fc585071ccdc,18751912,2025-06-08T16:14:55+07:00,InspectionRecorded,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x793678c2ead24b763cd799189645fc80f67934a9,0xe04a2d973fc88e9f7b467ff0aa09838414640113,0.004012,verified,1
TX-0001913,BATCH-2025-0239,EVT-003498,0x1a95fa3d5de198a1f0a446012da35809c360cfcf5c7e53df68ded3147fb715b2,18751913,2025-06-14T14:51:07+07:00,ReprocessingRecorded,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x793678c2ead24b763cd799189645fc80f67934a9,0xb7bebf718b9970dfb901f41305f139f9719cb016,0.00181,verified,1
TX-0001914,BATCH-2025-0239,EVT-003499,0x43a1eea2b648b2139aedb760925df6159821b5f14f22903bfe0aaf5c61863195,18751914,2025-06-15T11:11:05+07:00,MillingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x793678c2ead24b763cd799189645fc80f67934a9,0x7ba4d5212a99ef49a424697d7353e683d3d7bc9b,0.002252,verified,1
TX-0001915,BATCH-2025-0239,EVT-003501,0x2b1d6baf0eb4d95e2367db59650d44cf25147b7a78d088f2d316865581216138,18753830,2025-06-16T07:17:43+07:00,BatchAnchored,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x793678c2ead24b763cd799189645fc80f67934a9,0x7dd16409dcf043e06a49a0eae1885d16ac970b6b,0.001479,verified,1
TX-0001916,BATCH-2025-0239,EVT-003502,0x73ff1fd899209897d06a3bb73d5ccd5c100dfdaf2bfd45db15a8264a238e3e2a,18751916,2025-06-17T06:44:13+07:00,LogisticsLoaded,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x62d0d0850cf427cf34df1927670087c1ddd04903,0x34790d6c8480dd301dddca4cf5a49df4a22d00a3,0.001229,verified,1
TX-0001917,BATCH-2025-0239,EVT-003503,0x123dbe42bef9b73844492727f66913bd39c5c94b45865ef70295c641c3fc52ea,18757668,2025-06-20T04:08:21+07:00,OwnershipTransferred,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0xa88fadc1f024a4ec1d8d39e73dea7a9099d3d06f,0x638d25b66752c9c5b633ddfd9cd22f800dc91244,0.002753,verified,1
TX-0001918,BATCH-2025-0240,EVT-003507,0xef2da9c47ef8130d5f9ecdd35394733f6979901a5d303ebf7162b01574ec5ad9,18751918,2025-04-02T10:29:44+07:00,DryingCompleted,0x6079942a1146b4b1b2df2f862b5a5d75b1b4c146,0x96f7df9743d29072a0c994d6cc313f9a09679e89,0xbd436cbb2f9944c81a62a9a772d6da769a69318e,0.001525,verified,1
