edge_id,source_node_id,target_node_id,relation_type,timestamp,event_id,batch_id,event_type,process_stage,actor_id,facility_id,machine_id,duration_min,input_weight_kg,output_weight_kg,loss_weight_kg,process_status,delay_flag,anomaly_flag,route_variant,time_since_prev_min,capacity_utilization,reroute_flag,rework_flag,estimated_moisture,estimated_humidity_pressure,estimated_temp_stress,condition_score
EDGE-003522,BATCH-2025-0241,FAC-JBR-001,packed_at,2025-06-15T21:00:30+07:00,EVT-003522,BATCH-2025-0241,packing,packing,FAC-JBR-001,FAC-JBR-001,UNASSIGNED_MACHINE,112,2934.86,2917.43,17.43,success,1,0,standard,2174.6,0.127,0,0,17.098,0.431,1.146,0.142
EDGE-003523,BATCH-2025-0241,VAL-X001,verified_by,2025-06-16T07:37:11+07:00,EVT-003523,BATCH-2025-0241,blockchain_anchor,traceability,VAL-X001,VAL-X001,UNASSIGNED_MACHINE,5,2917.43,2917.43,0.0,success,0,0,standard,524.69,0.128,0,0,17.098,0.431,1.146,0.445
EDGE-003524,WRH-JBR-001,TRK-X002,loaded_to,2025-06-17T09:22:54+07:00,EVT-003524,BATCH-2025-0241,loading,logistics,WRH-JBR-001,WRH-JBR-001,TRK-X002,72,2917.43,2910.91,6.52,success,1,0,standard,1540.71,0.034,0,0,17.098,0.431,1.146,0.375
EDGE-003525,TRK-X002,DST-X004,delivered_to,2025-06-18T08:01:51+07:00,EVT-003525,BATCH-2025-0241,distribution,distribution,DST-X004,DST-X004,TRK-X002,1116,2910.91,2901.75,9.16,success,0,0,standard,1286.96,0.023,0,0,17.098,0.431,1.146,0.408
EDGE-003526,DST-X004,RTL-X005,supplied_to,2025-06-20T00:05:06+07:00,EVT-003526,BATCH-2025-0241,retail_delivery,retail,RTL-X005,RTL-X005,UNASSIGNED_MACHINE,253,2901.75,2895.84,5.91,success,0,0,standard,1287.24,0.106,0,0,17.098,0.431,1.146,0.35
EDGE-003527,FAR-JTG-007,BATCH-2025-0242,produces,2025-05-26T16:59:00+07:00,EVT-003527,BATCH-2025-0242,harvest,harvest,FAR-JTG-007,UNASSIGNED_FACILITY,UNASSIGNED_MACHINE,205,0.0,1684.0,0.0,success,0,0,qc_before_storage,0.0,0.0,0,0,26.38,0.605,0.0,0.605
EDGE-003528,BATCH-2025-0242,FAC-JTG-001,arrives_at,2025-05-27T16:24:00+07:00,EVT-003528,BATCH-2025-0242,weighing,weighing,FAR-JTG-007,FAC-JTG-001,UNASSIGNED_MACHINE,53,1684.0,1679.57,4.43,success,0,0,qc_before_storage,1200.0,0.077,0,0,26.38,0.605,0.0,0.605
EDGE-003529,BATCH-2025-0242,MCH-DRY-X004,processed_by,2025-05-28T06:11:23+07:00,EVT-003529,BATCH-2025-0242,drying,drying,FAC-JTG-001,FAC-JTG-001,MCH-DRY-X004,560,1679.57,1531.49,148.08,warning,0,0,qc_before_storage,435.39,0.076,0,0,16.737,0.43,0.1,0.716
EDGE-003530,BATCH-2025-0242,LAB-X005,quality_checked_by,2025-05-29T06:13:42+07:00,EVT-003530,BATCH-2025-0242,inspection,quality_check,LAB-X005,LAB-X005,UNASSIGNED_MACHINE,96,1531.49,1531.49,0.0,success,0,0,qc_before_storage,763.32,0.044,1,0,16.737,0.43,0.1,0.81
EDGE-003531,BATCH-2025-0242,WRH-JTG-001,stored_at,2025-05-29T17:17:56+07:00,EVT-003531,BATCH-2025-0242,storage,storage,WRH-JTG-001,WRH-JTG-001,UNASSIGNED_MACHINE,1414,1531.49,1521.66,9.83,success,0,0,qc_before_storage,568.24,0.024,0,0,16.737,0.508,0.1,0.44
EDGE-003532,BATCH-2025-0242,MCH-MIL-X003,milled_by,2025-05-31T16:38:47+07:00,EVT-003532,BATCH-2025-0242,milling,milling,FAC-JTG-001,FAC-JTG-001,MCH-MIL-X003,425,1521.66,951.14,570.52,warning,0,0,qc_before_storage,1426.84,0.029,0,0,16.737,0.508,1.484,0.67
EDGE-003533,BATCH-2025-0242,MCH-GRD-X012,finished_by,2025-06-03T08:10:03+07:00,EVT-003533,BATCH-2025-0242,grading,finishing,FAC-JTG-001,FAC-JTG-001,MCH-GRD-X012,192,951.14,926.02,25.12,warning,1,1,qc_before_storage,3386.27,0.065,1,0,16.737,0.508,1.484,0.257
EDGE-003534,BATCH-2025-0242,VAL-002,verified_by,2025-06-03T19:23:54+07:00,EVT-003534,BATCH-2025-0242,blockchain_anchor,traceability,VAL-002,VAL-002,UNASSIGNED_MACHINE,5,926.02,926.02,0.0,success,0,0,qc_before_storage,481.85,0.063,0,0,16.737,0.508,1.484,0.222
EDGE-003535,WRH-JTG-001,TRK-X008,loaded_to,2025-06-04T17:52:05+07:00,EVT-003535,BATCH-2025-0242,loading,logistics,WRH-JTG-001,WRH-JTG-001,TRK-X008,103,926.02,924.99,1.04,success,0,0,qc_before_storage,1343.19,0.054,0,0,16.737,0.508,1.484,0.144
EDGE-003536,TRK-X008,DST-X001,delivered_to,2025-06-05T21:23:23+07:00,EVT-003536,BATCH-2025-0242,distribution,distribution,DST-X001,DST-X001,TRK-X008,1219,924.99,924.07,0.92,success,1,0,qc_before_storage,1548.3,0.02,0,0,16.737,0.508,1.484,0.107
EDGE-003537,DST-X001,RTL-MKS-001,supplied_to,2025-06-07T07:37:05+07:00,EVT-003537,BATCH-2025-0242,retail_delivery,retail,RTL-MKS-001,RTL-MKS-001,UNASSIGNED_MACHINE,275,924.07,920.54,3.53,delayed,1,0,qc_before_storage,834.7,0.034,0,0,16.737,0.508,1.484,0.17
EDGE-003538,FAR-JBR-002,BATCH-2025-0243,produces,2025-03-12T12:19:00+07:00,EVT-003538,BATCH-2025-0243,harvest,harvest,FAR-JBR-002,UNASSIGNED_FACILITY,UNASSIGNED_MACHINE,111,0.0,6160.1,0.0,success,0,0,storage_first,0.0,0.0,0,0,26.88,0.475,0.0,0.475
EDGE-003539,BATCH-2025-0243,FAC-JBR-001,arrives_at,2025-03-13T13:10:00+07:00,EVT-003539,BATCH-2025-0243,weighing,weighing,FAR-JBR-002,FAC-JBR-001,UNASSIGNED_MACHINE,52,6160.1,6164.73,0.0,success,0,0,storage_first,1380.0,0.267,0,0,26.88,0.475,0.0,0.475
EDGE-003540,BATCH-2025-0243,FAC-JBR-001,cleaned_at,2025-03-13T17:01:11+07:00,EVT-003540,BATCH-2025-0243,cleaning,cleaning,FAC-JBR-001,FAC-JBR-001,UNASSIGNED_MACHINE,69,6164.73,6010.68,154.06,success,0,0,storage_first,179.2,0.267,0,0,26.929,0.475,0.0,0.166
EDGE-003541,BATCH-2025-0243,MCH-DRY-X002,processed_by,2025-03-14T08:47:07+07:00,EVT-003541,BATCH-2025-0243,drying,drying,FAC-JBR-001,FAC-JBR-001,MCH-DRY-X002,620,6010.68,5530.09,480.59,success,0,0,storage_first,876.92,0.16,0,0,18.026,0.414,0.224,0.63
EDGE-003542,BATCH-2025-0243,MCH-DRY-001,reprocessed_by,2025-03-17T06:20:58+07:00,EVT-003542,BATCH-2025-0243,re_drying,drying,FAC-JBR-001,FAC-JBR-001,MCH-DRY-001,170,5530.09,5374.91,155.19,delayed,1,0,storage_first,3260.86,0.094,0,1,14.732,0.127,1.058,1.256
EDGE-003543,BATCH-2025-0243,WRH-X001,stored_at,2025-03-17T17:29:10+07:00,EVT-003543,BATCH-2025-0243,storage,storage,WRH-X001,WRH-X001,UNASSIGNED_MACHINE,2756,5374.91,5354.12,20.79,success,0,0,storage_first,498.2,0.127,0,0,14.997,0.644,1.058,0.184
EDGE-003544,BATCH-2025-0243,LAB-X002,quality_checked_by,2025-03-20T09:16:32+07:00,EVT-003544,BATCH-2025-0243,quality_check,quality_check,LAB-X002,LAB-X002,UNASSIGNED_MACHINE,38,5354.12,5354.12,0.0,warning,0,0,storage_first,1071.35,0.139,0,0,15.066,0.644,1.058,0.718
EDGE-003545,BATCH-2025-0243,FAC-JBR-001,reprocessed_at,2025-03-21T06:34:03+07:00,EVT-003545,BATCH-2025-0243,reprocessing,reprocessing,FAC-JBR-001,FAC-JBR-001,UNASSIGNED_MACHINE,151,5354.12,5199.03,155.09,success,0,0,storage_first,1143.52,0.267,0,1,14.332,0.644,1.058,0.728
EDGE-003546,BATCH-2025-0243,MCH-MIL-001,milled_by,2025-03-22T06:33:21+07:00,EVT-003546,BATCH-2025-0243,milling,milling,FAC-JBR-001,FAC-JBR-001,MCH-MIL-001,517,5199.03,3520.71,1678.32,success,0,0,storage_first,1034.3,0.287,0,0,14.332,0.644,2.266,0.382
EDGE-003547,BATCH-2025-0243,VAL-003,verified_by,2025-03-22T19:52:50+07:00,EVT-003547,BATCH-2025-0243,blockchain_anchor,traceability,VAL-003,VAL-003,UNASSIGNED_MACHINE,6,3520.71,3520.71,0.0,success,0,0,storage_first,282.49,0.128,0,0,14.332,0.644,2.266,0.045
EDGE-003548,WRH-X001,TRK-X003,loaded_to,2025-03-23T11:32:16+07:00,EVT-003548,BATCH-2025-0243,loading,logistics,WRH-X001,WRH-X001,TRK-X003,165,3520.71,3510.2,10.51,success,0,0,storage_first,933.42,0.051,0,0,14.332,0.644,2.266,0.143
EDGE-003549,TRK-X003,DST-X004,delivered_to,2025-03-24T06:44:39+07:00,EVT-003549,BATCH-2025-0243,distribution,distribution,DST-X004,DST-X004,TRK-X003,956,3510.2,3505.26,4.94,success,0,0,storage_first,987.39,0.049,0,0,14.332,0.644,2.266,0.118
EDGE-003550,DST-X004,RTL-X003,supplied_to,2025-03-25T14:24:49+07:00,EVT-003550,BATCH-2025-0243,retail_delivery,retail,RTL-X003,RTL-X003,UNASSIGNED_MACHINE,504,3505.26,3486.6,18.66,success,0,0,storage_first,944.17,0.849,0,0,14.332,0.644,2.266,0.318
EDGE-003551,FAR-NTB-022,BATCH-2025-0244,produces,2025-04-29T17:39:00+07:00,EVT-003551,BATCH-2025-0244,harvest,harvest,FAR-NTB-022,UNASSIGNED_FACILITY,UNASSIGNED_MACHINE,185,0.0,4561.4,0.0,success,0,0,qc_before_storage,0.0,0.0,0,0,23.5,0.0,0.0,0.0
EDGE-003552,BATCH-2025-0244,FAC-NTB-001,arrives_at,2025-05-01T06:02:00+07:00,EVT-003552,BATCH-2025-0244,weighing,weighing,FAR-NTB-022,FAC-NTB-001,UNASSIGNED_MACHINE,55,4561.4,4555.03,6.37,success,1,0,qc_before_storage,1620.0,0.196,0,0,23.5,0.0,0.0,0.0
EDGE-003553,BATCH-2025-0244,MCH-DRY-X011,processed_by,2025-05-01T16:04:29+07:00,EVT-003553,BATCH-2025-0244,drying,drying,FAC-NTB-001,FAC-NTB-001,MCH-DRY-X011,808,4555.03,4282.23,272.79,success,0,0,qc_before_storage,547.49,0.126,0,0,15.378,0.0,0.121,0.0
EDGE-003554,BATCH-2025-0244,LAB-X012,quality_checked_by,2025-05-02T16:22:55+07:00,EVT-003554,BATCH-2025-0244,quality_check,quality_check,LAB-X012,LAB-X012,UNASSIGNED_MACHINE,75,4282.23,4282.23,0.0,success,0,0,qc_before_storage,650.44,0.212,0,0,15.378,0.0,0.121,0.177
EDGE-003555,BATCH-2025-0244,WRH-X011,stored_at,2025-05-03T06:45:24+07:00,EVT-003555,BATCH-2025-0244,storage,storage,WRH-X011,WRH-X011,UNASSIGNED_MACHINE,1828,4282.23,4246.33,35.9,success,0,1,qc_before_storage,787.48,0.05,0,0,15.378,0.098,0.121,0.023
EDGE-003556,BATCH-2025-0244,VAL-X001,verified_by,2025-05-04T19:40:12+07:00,EVT-003556,BATCH-2025-0244,blockchain_anchor,traceability,VAL-X001,VAL-X001,UNASSIGNED_MACHINE,3,4246.33,4246.33,0.0,success,0,0,qc_before_storage,386.8,0.159,0,0,15.378,0.098,0.121,0.225
EDGE-003557,BATCH-2025-0244,MCH-MIL-X012,milled_by,2025-05-07T06:12:45+07:00,EVT-003557,BATCH-2025-0244,milling,milling,FAC-NTB-001,FAC-NTB-001,MCH-MIL-X012,339,4246.33,2722.6,1523.73,success,1,0,qc_before_storage,3128.55,0.203,0,0,15.378,0.098,1.719,0.323
EDGE-003558,BATCH-2025-0244,FAC-NTB-001,packed_at,2025-05-07T15:32:52+07:00,EVT-003558,BATCH-2025-0244,packing,packing,FAC-NTB-001,FAC-NTB-001,UNASSIGNED_MACHINE,105,2722.6,2715.02,7.58,success,0,0,qc_before_storage,221.11,0.196,0,0,15.378,0.098,1.719,0.082
EDGE-003559,BATCH-2025-0244,VAL-X002,verified_by,2025-05-07T22:33:07+07:00,EVT-003559,BATCH-2025-0244,blockchain_anchor,traceability,VAL-X002,VAL-X002,UNASSIGNED_MACHINE,5,2715.02,2715.02,0.0,success,0,0,qc_before_storage,315.25,0.116,0,0,15.378,0.098,1.719,0.241
EDGE-003560,WRH-X011,TRK-X003,loaded_to,2025-05-09T11:48:44+07:00,EVT-003560,BATCH-2025-0244,loading,logistics,WRH-X011,WRH-X011,TRK-X003,144,2715.02,2698.23,16.8,success,1,0,qc_before_storage,2230.63,0.089,0,0,15.378,0.098,1.719,0.28
EDGE-003561,TRK-X003,DST-BDG-001,delivered_to,2025-05-10T11:01:33+07:00,EVT-003561,BATCH-2025-0244,distribution,distribution,DST-BDG-001,DST-BDG-001,TRK-X003,1257,2698.23,2691.52,6.71,success,0,0,qc_before_storage,1248.82,0.028,0,0,15.378,0.098,1.719,0.31
EDGE-003562,FAR-JTG-007,BATCH-2025-0245,produces,2025-03-02T15:17:00+07:00,EVT-003562,BATCH-2025-0245,harvest,harvest,FAR-JTG-007,UNASSIGNED_FACILITY,UNASSIGNED_MACHINE,204,0.0,2233.8,0.0,success,0,0,inspection_heavy,0.0,0.0,0,0,27.57,0.653,0.0,0.653
EDGE-003563,BATCH-2025-0245,FAC-JTG-001,arrives_at,2025-03-03T21:41:00+07:00,EVT-003563,BATCH-2025-0245,weighing,weighing,FAR-JTG-007,FAC-JTG-001,UNASSIGNED_MACHINE,38,2233.8,2225.17,8.63,success,1,0,inspection_heavy,1620.0,0.105,0,0,27.57,0.653,0.0,0.653
EDGE-003564,BATCH-2025-0245,FAC-JTG-001,cleaned_at,2025-03-06T06:13:52+07:00,EVT-003564,BATCH-2025-0245,cleaning,cleaning,FAC-JTG-001,FAC-JTG-001,UNASSIGNED_MACHINE,53,2225.17,2154.69,70.47,success,1,0,inspection_heavy,3062.87,0.105,0,0,27.554,0.653,0.0,0.228
EDGE-003565,BATCH-2025-0245,MCH-DRY-002,processed_by,2025-03-06T16:57:16+07:00,EVT-003565,BATCH-2025-0245,drying,drying,FAC-JTG-001,FAC-JTG-001,MCH-DRY-002,722,2154.69,1996.22,158.48,warning,0,0,inspection_heavy,590.4,0.102,0,0,18.02,0.589,0.076,0.857
EDGE-003566,BATCH-2025-0245,LAB-X004,quality_checked_by,2025-03-08T06:22:36+07:00,EVT-003566,BATCH-2025-0245,quality_check,quality_check,LAB-X004,LAB-X004,UNASSIGNED_MACHINE,85,1996.22,1996.22,0.0,warning,0,0,inspection_heavy,1281.35,0.067,0,1,18.143,0.589,0.076,1.222
EDGE-003567,BATCH-2025-0245,MCH-DRY-X003,reprocessed_by,2025-03-12T11:06:20+07:00,EVT-003567,BATCH-2025-0245,re_drying,drying,FAC-JTG-001,FAC-JTG-001,MCH-DRY-X003,232,1996.22,1951.75,44.47,warning,1,0,inspection_heavy,5958.73,0.092,0,1,14.972,0.421,0.187,1.456
EDGE-003568,BATCH-2025-0245,LAB-JTG-001,quality_checked_by,2025-03-13T10:50:25+07:00,EVT-003568,BATCH-2025-0245,quality_check,quality_check,LAB-JTG-001,LAB-JTG-001,UNASSIGNED_MACHINE,74,1951.75,1951.75,0.0,success,0,0,inspection_heavy,1192.08,0.039,0,0,14.972,0.421,0.187,0.537
EDGE-003569,BATCH-2025-0245,WRH-X004,stored_at,2025-03-14T09:37:49+07:00,EVT-003569,BATCH-2025-0245,storage,storage,WRH-X004,WRH-X004,UNASSIGNED_MACHINE,3008,1951.75,1919.99,31.76,success,0,0,inspection_heavy,1293.4,0.035,0,0,15.148,0.853,0.187,0.437
EDGE-003570,BATCH-2025-0245,LAB-JTG-001,quality_checked_by,2025-03-17T06:05:30+07:00,EVT-003570,BATCH-2025-0245,quality_check,quality_check,LAB-JTG-001,LAB-JTG-001,UNASSIGNED_MACHINE,89,1919.99,1919.99,0.0,success,0,0,inspection_heavy,969.69,0.083,0,0,15.148,0.853,0.187,1.137
EDGE-003571,BATCH-2025-0245,FAC-JTG-001,reprocessed_at,2025-03-18T06:36:38+07:00,EVT-003571,BATCH-2025-0245,reprocessing,reprocessing,FAC-JTG-001,FAC-JTG-001,UNASSIGNED_MACHINE,341,1919.99,1882.0,37.99,success,0,0,inspection_heavy,934.13,0.105,0,1,14.25,0.853,0.187,0.95
EDGE-003572,BATCH-2025-0245,MCH-MIL-X004,milled_by,2025-03-20T06:40:39+07:00,EVT-003572,BATCH-2025-0245,milling,milling,FAC-JTG-001,FAC-JTG-001,MCH-MIL-X004,349,1882.0,1213.26,668.74,delayed,1,0,inspection_heavy,2543.02,0.037,0,0,14.25,0.853,1.304,0.363
EDGE-003573,BATCH-2025-0245,FAC-JTG-001,packed_at,2025-03-21T06:23:16+07:00,EVT-003573,BATCH-2025-0245,packing,packing,FAC-JTG-001,FAC-JTG-001,UNASSIGNED_MACHINE,125,1213.26,1210.66,2.6,success,0,0,inspection_heavy,1007.61,0.105,0,0,14.25,0.853,1.304,0.236
EDGE-003574,BATCH-2025-0245,VAL-X001,verified_by,2025-03-21T17:27:26+07:00,EVT-003574,BATCH-2025-0245,blockchain_anchor,traceability,VAL-X001,VAL-X001,UNASSIGNED_MACHINE,12,1210.66,1210.66,0.0,success,0,0,inspection_heavy,539.17,0.163,0,0,14.25,0.853,1.304,0.057
EDGE-003575,WRH-X004,TRK-X001,loaded_to,2025-03-23T13:23:26+07:00,EVT-003575,BATCH-2025-0245,loading,logistics,WRH-X004,WRH-X004,TRK-X001,157,1210.66,1203.83,6.83,success,1,0,inspection_heavy,2624.0,0.082,0,0,14.25,0.853,1.304,0.517
EDGE-003576,TRK-X001,DST-MKS-001,delivered_to,2025-03-25T00:00:20+07:00,EVT-003576,BATCH-2025-0245,distribution,distribution,DST-MKS-001,DST-MKS-001,TRK-X001,1168,1203.83,1197.31,6.52,delayed,1,0,inspection_heavy,1919.9,0.025,0,0,14.25,0.853,1.304,0.509
EDGE-003577,DST-MKS-001,RTL-BDG-001,supplied_to,2025-03-26T21:23:12+07:00,EVT-003577,BATCH-2025-0245,retail_delivery,retail,RTL-BDG-001,RTL-BDG-001,UNASSIGNED_MACHINE,358,1197.31,1188.98,8.34,warning,1,0,inspection_heavy,1554.87,0.056,0,0,14.25,0.853,1.304,0.496
EDGE-003578,FAR-JTG-005,BATCH-2025-0246,produces,2025-01-27T17:22:00+07:00,EVT-003578,BATCH-2025-0246,harvest,harvest,FAR-JTG-005,UNASSIGNED_FACILITY,UNASSIGNED_MACHINE,140,0.0,2546.3,0.0,success,0,0,qc_before_storage,0.0,0.0,0,0,25.74,0.28,0.0,0.28
EDGE-003579,BATCH-2025-0246,FAC-JTG-001,arrives_at,2025-01-28T08:42:00+07:00,EVT-003579,BATCH-2025-0246,weighing,weighing,FAR-JTG-005,FAC-JTG-001,UNASSIGNED_MACHINE,36,2546.3,2542.97,3.33,success,0,0,qc_before_storage,780.0,0.127,0,0,25.74,0.28,0.0,0.28
EDGE-003580,BATCH-2025-0246,MCH-DRY-X004,processed_by,2025-01-28T16:55:48+07:00,EVT-003580,BATCH-2025-0246,drying,drying,FAC-JTG-001,FAC-JTG-001,MCH-DRY-X004,923,2542.97,2338.85,204.11,success,0,0,qc_before_storage,457.8,0.105,0,0,16.168,0.0,0.268,0.339
EDGE-003581,BATCH-2025-0246,VAL-001,verified_by,2025-01-29T16:16:16+07:00,EVT-003581,BATCH-2025-0246,blockchain_anchor,traceability,VAL-001,VAL-001,UNASSIGNED_MACHINE,5,2338.85,2338.85,0.0,success,0,0,qc_before_storage,477.48,0.056,0,0,16.168,0.0,0.268,0.013
EDGE-003582,BATCH-2025-0246,LAB-X003,quality_checked_by,2025-01-30T06:25:41+07:00,EVT-003582,BATCH-2025-0246,quality_check,quality_check,LAB-X003,LAB-X003,UNASSIGNED_MACHINE,97,2338.85,2338.85,0.0,success,0,0,qc_before_storage,608.42,0.122,0,0,16.168,0.0,0.268,0.295
EDGE-003583,BATCH-2025-0246,WRH-JTG-001,stored_at,2025-01-30T18:43:14+07:00,EVT-003583,BATCH-2025-0246,storage,storage,WRH-JTG-001,WRH-JTG-001,UNASSIGNED_MACHINE,2129,2338.85,2326.61,12.24,success,0,0,qc_before_storage,640.54,0.036,0,0,16.168,0.203,0.268,0.016
EDGE-003584,BATCH-2025-0246,MCH-MIL-002,milled_by,2025-02-03T10:56:25+07:00,EVT-003584,BATCH-2025-0246,milling,milling,FAC-JTG-001,FAC-JTG-001,MCH-MIL-002,358,2326.61,1609.71,716.91,success,1,0,qc_before_storage,3164.2,0.112,0,0,16.168,0.203,1.965,0.475
EDGE-003585,BATCH-2025-0246,VAL-003,verified_by,2025-02-05T01:21:29+07:00,EVT-003585,BATCH-2025-0246,blockchain_anchor,traceability,VAL-003,VAL-003,UNASSIGNED_MACHINE,5,1609.71,1609.71,0.0,success,1,0,qc_before_storage,1947.07,0.079,0,0,16.168,0.203,1.965,0.028
EDGE-003586,WRH-JTG-001,TRK-X001,loaded_to,2025-02-06T06:18:11+07:00,EVT-003586,BATCH-2025-0246,loading,logistics,WRH-JTG-001,WRH-JTG-001,TRK-X001,125,1609.71,1598.45,11.26,success,0,0,qc_before_storage,1284.69,0.109,0,0,16.168,0.203,1.965,0.289
EDGE-003587,TRK-X001,DST-X007,delivered_to,2025-02-07T12:45:27+07:00,EVT-003587,BATCH-2025-0246,distribution,distribution,DST-X007,DST-X007,TRK-X001,1110,1598.45,1587.49,10.96,success,1,1,qc_before_storage,1702.27,0.024,0,0,16.168,0.203,1.965,0.209
EDGE-003588,DST-X007,RTL-X001,supplied_to,2025-02-08T10:52:48+07:00,EVT-003588,BATCH-2025-0246,retail_delivery,retail,RTL-X001,RTL-X001,UNASSIGNED_MACHINE,251,1587.49,1578.62,8.87,success,0,0,qc_before_storage,217.35,0.048,0,0,16.168,0.203,1.965,0.253
EDGE-003589,FAR-JBR-003,BATCH-2025-0247,produces,2025-05-03T22:58:00+07:00,EVT-003589,BATCH-2025-0247,harvest,harvest,FAR-JBR-003,UNASSIGNED_FACILITY,UNASSIGNED_MACHINE,176,0.0,3365.0,0.0,success,0,0,direct_milling,0.0,0.0,0,0,30.35,0.914,0.0,0.914
EDGE-003590,BATCH-2025-0247,FAC-JBR-001,arrives_at,2025-05-05T14:54:00+07:00,EVT-003590,BATCH-2025-0247,weighing,weighing,FAR-JBR-003,FAC-JBR-001,UNASSIGNED_MACHINE,58,3365.0,3359.69,5.31,delayed,1,0,direct_milling,2220.0,0.155,0,0,30.35,0.914,0.0,0.914
EDGE-003591,BATCH-2025-0247,FAC-JBR-001,cleaned_at,2025-05-06T06:05:15+07:00,EVT-003591,BATCH-2025-0247,cleaning,cleaning,FAC-JBR-001,FAC-JBR-001,UNASSIGNED_MACHINE,88,3359.69,3296.93,62.77,warning,0,0,direct_milling,756.26,0.155,0,0,30.212,0.914,0.0,0.32
EDGE-003592,BATCH-2025-0247,MCH-DRY-X002,processed_by,2025-05-06T16:13:38+07:00,EVT-003592,BATCH-2025-0247,drying,drying,FAC-JBR-001,FAC-JBR-001,MCH-DRY-X002,540,3296.93,3053.13,243.8,warning,0,0,direct_milling,520.39,0.104,0,0,19.352,0.763,3.54,1.331
EDGE-003593,BATCH-2025-0247,MCH-DRY-X002,reprocessed_by,2025-05-08T16:14:18+07:00,EVT-003593,BATCH-2025-0247,re_drying,drying,FAC-JBR-001,FAC-JBR-001,MCH-DRY-X002,167,3053.13,2957.76,95.36,delayed,1,0,direct_milling,2340.66,0.187,0,1,15.506,0.581,4.06,1.8
EDGE-003594,BATCH-2025-0247,WRH-JTM-001,stored_at,2025-05-09T20:21:18+07:00,EVT-003594,BATCH-2025-0247,storage,storage,WRH-JTM-001,WRH-JTM-001,UNASSIGNED_MACHINE,1992,2957.76,2934.66,23.11,success,1,1,direct_milling,1520.0,0.047,1,0,15.679,1.165,4.06,0.602
EDGE-003595,BATCH-2025-0247,LAB-JBR-001,quality_checked_by,2025-05-14T06:28:33+07:00,EVT-003595,BATCH-2025-0247,inspection,quality_check,LAB-JBR-001,LAB-JBR-001,UNASSIGNED_MACHINE,70,2934.66,2934.66,0.0,success,1,1,direct_milling,4064.25,0.059,0,0,15.679,1.165,4.06,1.291
EDGE-003596,BATCH-2025-0247,FAC-JBR-001,reprocessed_at,2025-05-15T06:17:30+07:00,EVT-003596,BATCH-2025-0247,reprocessing,reprocessing,FAC-JBR-001,FAC-JBR-001,UNASSIGNED_MACHINE,245,2934.66,2846.43,88.23,success,0,0,direct_milling,1039.94,0.155,0,1,14.993,1.165,4.06,1.342
EDGE-003597,BATCH-2025-0247,MCH-MIL-X001,milled_by,2025-05-18T06:11:21+07:00,EVT-003597,BATCH-2025-0247,milling,milling,FAC-JBR-001,FAC-JBR-001,MCH-MIL-X001,458,2846.43,1946.14,900.29,success,1,1,direct_milling,3944.86,0.069,0,0,14.993,1.165,5.137,0.633
EDGE-003598,BATCH-2025-0247,MCH-SRT-001,finished_by,2025-05-19T06:14:40+07:00,EVT-003598,BATCH-2025-0247,grading,finishing,FAC-JBR-001,FAC-JBR-001,MCH-SRT-001,126,1946.14,1890.14,56.01,success,0,0,direct_milling,789.31,0.161,0,0,14.993,1.165,5.137,0.87
EDGE-003599,BATCH-2025-0247,FAC-JBR-001,packed_at,2025-05-20T06:33:43+07:00,EVT-003599,BATCH-2025-0247,packing,packing,FAC-JBR-001,FAC-JBR-001,UNASSIGNED_MACHINE,121,1890.14,1887.99,2.14,success,0,1,direct_milling,994.06,0.155,0,0,14.993,1.165,5.137,0.326
EDGE-003600,BATCH-2025-0247,VAL-X001,verified_by,2025-05-20T17:24:29+07:00,EVT-003600,BATCH-2025-0247,blockchain_anchor,traceability,VAL-X001,VAL-X001,UNASSIGNED_MACHINE,7,1887.99,1887.99,0.0,success,0,0,direct_milling,529.75,0.123,0,0,14.993,1.165,5.137,0.843
EDGE-003601,WRH-JTM-001,TRK-X007,loaded_to,2025-05-21T06:11:38+07:00,EVT-003601,BATCH-2025-0247,loading,logistics,WRH-JTM-001,WRH-JTM-001,TRK-X007,135,1887.99,1881.49,6.5,success,0,0,direct_milling,700.15,0.05,0,0,14.993,1.165,5.137,0.622
EDGE-003602,TRK-X007,DST-X004,delivered_to,2025-05-22T12:04:38+07:00,EVT-003602,BATCH-2025-0247,distribution,distribution,DST-X004,DST-X004,TRK-X007,280,1881.49,1878.57,2.92,delayed,1,0,direct_milling,1658.0,0.047,0,0,14.993,1.165,5.137,0.517
EDGE-003603,DST-X004,RTL-BDG-001,supplied_to,2025-05-23T13:17:57+07:00,EVT-003603,BATCH-2025-0247,retail_delivery,retail,RTL-BDG-001,RTL-BDG-001,UNASSIGNED_MACHINE,182,1878.57,1877.42,1.15,success,0,0,direct_milling,1233.33,0.12,0,0,14.993,1.165,5.137,0.514
EDGE-003604,FAR-NTB-022,BATCH-2025-0248,produces,2025-02-24T20:47:00+07:00,EVT-003604,BATCH-2025-0248,harvest,harvest,FAR-NTB-022,UNASSIGNED_FACILITY,UNASSIGNED_MACHINE,104,0.0,2634.2,0.0,success,0,0,clean_first,0.0,0.0,0,0,24.44,0.0,0.0,0.0
